SME_No,Company_Name,Company Address,City,Country_Name,Tel_Number,Email_address,Website,Legal_structure,LOB_Description,Sector
1,HEALTHCARE INTERNATIONAL NIGERIA LTD.,"308A, Murtala Mohammed Way, Yaba",Lagos,Nigeria,234(0)8052099099,info@healthcare-ng.com,www.healthcare-ng.com,Private limited co,Subject Is Into Healthcare Management Services.,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agriculture
4334,LIMITLESS TECHNOLOGIES LIMITED,"33B Dele Adeyemi Street Agungi East Residential Estate, Agung",Lagos,Nigeria,234(0)8037602610, ,,Limited liability company, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335,CALLPHONE LTD,"24, Opebi Road, Opebi",Lagos,Nigeria,234(0)9038864340,info@callphoneng.com,,Limited liability company,integrated payment solutions company,Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,MOREDEW LIMITED,"No. 6, Kaara Street, Off Osolo Way Ajao Estate",Lagos,Nigeria,234(0)8032030285,support@moredewlimited.com,,Limited liability company,"Technology Solutions, Value added Services & Agricultural Business consulting",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,SOLUTION MEDIA AND INFOTECH LTD,"Km 12, Lagos- Ibadan, Ogun Expressway Opposite Mountain Of Fire Prayer City",Ogun,Nigeria,234(0)8063826196,info@solutionmi.com,,Private limited co,Multimedia Company,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,CFAO YAMAHA MOTORS NIGERIA LIMITED,"Plot 4 Block D, Expressway Amuwo Odofin",Lagos,Nigeria,234(0)9087217039,yamahashowroom@cfao.com,,Private limited co,"Assembling, Manufacturing, Marketing, Distributing, Selling And/Or Servicing Yamaha Brand",Transport/storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,SOLAR ENERGY AND POWER TRANSFORMERS NIGERIA LIMITED,"Igboko-Nla, Pipeline Road Near Ogun State Free Trade Zone, Igbesa, Lusada",Ogun,Nigeria,234(0)8033150399,seapslimited@gmail.com,,Private limited co, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,CTSI OIL AND GAS PROJECTS NIGERIA LIMITED,"Plot 1709, Olugbosi Close, Off Bishop Oluwole Victoria Island",Lagos,Nigeria,234(1)2773565,ctsioilandgas@gmail.com; ctsioilandgas@rina.org,,Private limited co, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,MARCPRINCE LIMITED,No.73 Alabi Oyo Street Bucknor Ejigbo,Lagos,Nigeria,234(0)8035664403,marcoilconcept@yahoo.com,,Private limited co,Imports And Sells Krascpetta,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342,DSI FURNITURE LIMITED,20 Odogbolu Street Council,Lagos,Nigeria,234(0)8033461750,NA,,Limited liability company,Wooden Fur,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,DATAZEN LIMITED,"No. 14, Diamond Estate Amuwo Odofin G.R.A.",Lagos,Nigeria,234(0)9037748960,info@datazen.online,,Private limited co,"IT Services, Data Analytics, Business intelligence, Cloud Servcies",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344,OLUVIL VENTURES LIMITED,"3, Olu-Oni Close Off Kafi Street, Alausa",Lagos,Nigeria,234(0)8059471971,info@oluviltd.com,,Private limited co, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4345,Crusteam (Nigeria) Limited,"Plot 5A, Block 100 Ladipo Omotesho, Cole, Lekki Phase 1",Lagos,Nigeria,234(0)8060006929,info@crusteam.com,,Private limited co, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346,WORKMEN AND TALENTS AGENCY LIMITED,"Ogba, Ikeja",Lagos,Nigeria,234(2)23480229, ,,Limited liability company, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347,THE SLUM TO SCHOOL INITIATIVE,The Education Hub Left Wing City Hall Catholic Mission Street,Lagos,Nigeria,234(0)8142828750,info@slum2school.org,,Non-profit Organization,"provide educational scholarships, create learning spaces and provide other psychosocial support for disadvantaged and vulnerable children in slums",Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348,TRIMLINES TECHNOLOGY,"Plot 12, Johnson Street Off Bode Thomas,Surulere",Lagos,Nigeria,234(0)8163216230,enquiries@trmlinestech.com.ng;muyiwa.azike@gmail.com,,Private limited co, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,ADID ELECTRICAL ENGINEERING COMPANY LIMITED,94 Palm Avenue Mushin,Lagos,Nigeria,234(0)8023063460,adidengnig@yahoo.com,,Private Limited Liability Company,"Manufacturing, Assemble, Install Service And Repairs Of All Electronics",Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,COSMAS C PIUS TRADING COMPANY,25 Ugorjistreet,Abia,Nigeria,234(0)9025004788,cosmascpius@gmail.com,,Proprietorship,Wholesale Of Men Clothes(T-Shirts),Wholesale/retail trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4351,TECHNO OIL LIMITED,"7B, Prince Alaba Abiodun Oniru Road Annexe",Lagos,Nigeria,234(0)8065282834,info@technooil.com,,Private limited co,"Oil And Gas, Energy, Infrastructure And Manufacturing",Petroleum downstream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,IGHOMALL ONLINE STORES LTD,"The Lords Mercy Plaza, Beside Olugbede Market Egbeda",Lagos,Nigeria,234(0)8033627709,support@ighomall.com; ighokelly@yahoo.co.uk,,Private Limited Liability Company,E- Commerce,Wholesale/retail trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4353,HINCKLEY RECYCLING NIGERIA LIMITED,"Ikorodu Road New Garage, Ojota",Lagos,Nigeria,234(0)9060364793,support@hinckley.com.ng,,Private limited co,"Data Destruction And E-Waste Management Solution Provider; Service Provider For The Disposal Of Electronic Waste, Engaged As E-Waste Recycler",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4354,DIAMONDSCRIPTS LIMITED,28 Emina Crescent Off Toyin Street,Lagos,Nigeria,234(0)8038303787,sheyi@diamondscripts.ng,,Limited liability company, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4355,FIFTH GEAR PLUS RESOURCES LIMITED,"9A, Jide Ayo Close, Omole Phase 1",Lagos,Nigeria,234(0)8033042762,info@fifthgearplus.com,,Limited liability company,"Consulting, Training,Recruiting, Publishing",Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4356,SPINEBEL LIMITED,207A Muri Okunola Street,Lagos,Nigeria,234(0)9032884880,info@spinebel.com,,Limited liability company, IT Solution for the Public and Private Sector.,Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357,AURORA ENERGY AND OFFSHORE SERVICES LTD,2B Fatai Arobieke Street Lekki Phase 1,Lagos,Nigeria,234(0)8051999916,info@aurora-es.net,,Private limited co, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4358,TOG SHIPPING AND OFFSHORE MANAGEMENT NIGERIA LIMITED,Plot 1683 Sanusi Fafunwa Street Victoria Island,Lagos,Nigeria,234(0)8171698076,moshood.olaniyan@chome.com.sg,,Private limited co,"Operation & Maintenance of oil field, Vessel Management services",Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4359,SNAPIDEA ENTERPRISES,96/102 Broad Street,Lagos,Nigeria,234(0)8033432571, ,, , ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360,X T MONITOR LIMITED,"No.27, Acme Road Agidingbi, Ikeja",Lagos,Nigeria,234(0)8022119999,kadeoti@xtmonitor.com,,Limited liability company, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361,NINEJA TAXI SERVICES,"Jofax Filling Station, Abiola Way",Ogun,Nigeria,234(0)8180003781,naijataxi2@gmail.com,,Private limited co, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,SHELL STAFF COOPERATIVE INVESTMENT AND THRIFT SOCIETY LIMITED,No: 21 Marina Street,Lagos,Nigeria,234(0)8035201009,emmanuel.ibitoye@gmail.com,,Co-operative Society, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4363,SWIFTA SYSTEMS AND SERVICES LIMITED,"House 6B, Crown Court Estate Oniru Victoria Island",Lagos,Nigeria,234(0)8055521408, ,,Private limited co, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4364,TELORDWITH ENERGY SERVICES LTD,"31 Omodara, St Opebi Ikeja",Lagos,Nigeria,234(0)8033498192,telordwith@gmail.com;,, , ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365,DOVIZIA PHARMA SERVICES LIMITED,"10, Muritala Animashahun Close Off Adelabu, Lagos",Lagos,Nigeria,234(0)8080202785,office@doviziapharma.com,,Limited liability company,pharmaceutical company ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4366,GZ EQUIPMENT PARTNERS LIMITED,House G Shonny Highway,Lagos,Nigeria,234(0)9051668096,info@gz-equip.com,,Limited liability company,"MATERIALS HANDLING EQUIPMENT, FLEET MAINTAINANCE",Transport/storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4367,SIS GLOBAL RESOURCES LIMITED,"No. 2, Oduduwa Road, Gra Apapa",Lagos,Nigeria,234(0) , ,,, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4368,ROTOPRINT LTD,Ogun State Housing Estate Corporation,Ogun,Nigeria,234(0)8135476220,sales@rotoprint.com.ng,,Limited liability company,Packaging/sleeve Manufacturing,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,CHASEEXPRESS SERVICE,"2, Joy Avenue, Off Ososlo Way, Ajao Estate, Isolo",Lagos,Nigeria,234(0)7064726287, ,,Corporation, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4370,XPRESS PAYMENTS SOLUTIONS LIMITED,23 Oba Akinjobi Way G.R.A Ikeja,Lagos,Nigeria,234(0)8035025110, ,,Private Company Limited by Shares,"specialize in the design, implementation and provision of platforms for Electronic Payments, Collections, Bills Payment and Funds Disbursement",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,JOEDONE INTERNATIONAL LIMITED,"House 5 Okoduwa Street, Kirikiri Industrial Estate Kirikiri, P.O. Box 2709, Marina",Lagos,Nigeria,234(0)8034025656,joedoneinternational@yahoo.com,,Private limited co,"Manufacturing And Manufacturer'S Representative, Real Estate Management, Marketing Services, Shopping Mall Developers, Importers Of General Merchandise, Amusement And Recreational Acilities, Travel Agency.",Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372,SUN & MOON GUEST HOUSE LIMITED,"21A, Akarigbare Close Off Idejo Street Victoria - Island",Lagos,Nigeria,234(0)8034005289,"patrickoss99@hotmail.com, dami_sami@hotmail.com",,Private Limited Liability Company,Providing Our Guests With Value Starting From Spending A Fruitful Business Week To Enjoying A Relaxing Weekend,Accommodation & Food Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373,OCEAN DEEP DRILLING ESV NIGERIA LIMITED,6C Abdul Rahman Okene Close Off Ligali Ayorinde,Lagos,Nigeria,234(0)7088156543,info@odenl.com; smartin@enscoplc.com,,Private Limited Liability Company, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4374,DUE MARKETING LIMITED,"163A, Sinari Daranijo Street Off Ligali Ayorinde Street",Lagos,Nigeria,234(1)2793454,lets.talk@duemarketing.com,, ,Marketing Service,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4375,SUNRISE MEGA INTER BIZ LTD,Hadejia Road Yankaba,Kano,Nigeria,234(0)8033114828,sunrisemegainterbizltd@yahoo.com;dankullu@gmail.com,,Private limited co,Produce Leather,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4376,TRUE HISTORY HR LIMITED,"True History Suites, 1 Taoridi Street Off Babs Animashaun Road",Lagos,Nigeria,234(0)8028312219,mogbebor@truehistory.com.ng,,Limited liability company, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377,INFINION TECHNOLOGIES LIMITED,"B8, Heirs Park, West End Lekki",Lagos,Nigeria,234(0)8068885521, ,,Limited liability company, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4378,EASYSAUCES NIGERIA LTD,"1 Easysauces Lane, Okolomi Village Ibeju",Lagos,Nigeria,234(0)7034328483,info@easysauces.com,,Limited liability company,Manufacturing of sauces and tomato sauces,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,AKEEM GBOLAHAN ENTERPRISES,2 Kasumu Street Tabon Tabon Agege,Lagos,Nigeria,234(0)8036959464, ,,Partnership, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,PATNAS VENTURES GLOBAL LTD,30 Iseyin Street,Lagos,Nigeria,234(0)8023146003, ,,Limited liability company, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4381,TRUCKMASTERS NIGERIA LIMITED,31 Mobolaji Johnson Way Oregun Ind,Lagos,Nigeria,234(0)8033011115, ,,Limited liability company, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,METAL MANUFACTURING NIGERIA LIMITED,"02, Adlas Arisa Way Off Ijede Road",Lagos,Nigeria,234(0)7015003723,info@mmnltd.com,,Private limited co,"Manufacturing Of Lead Ingots, Blocks",Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4383,FIRST INVESTMENT DEVELOPMENT COMPANY LIMITED,Ilubiri Site Off Ikoyi Road,Lagos,Nigeria,234(0)9087991350,info@fidc.ng; wale.bamgbelu@fidc.ng,,Private limited co,Engaged In Real Estate Development And Investment,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384,FUNDANET COMMUNICATION LIMITED,23 Oke Ola Street Street Ode Remo Ogun State,Lagos,Nigeria,234(0)8029176400,"info@fundanetcommunication.net, yormite@gmail.com",,Private limited co,Solution Integration Consultancy,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385,AB OFFSHORE MARINE SERVICES LTD,10 Afolabi Lesi Street Ilupeju,Lagos,Nigeria,234(0)8055149155,info@aboffshore.ng,,Private limited co,Marine Services,Transport/storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4386,LEDOIL & GAS LIMITED,1St Floor Western House 8/10 Broad Street,Lagos,Nigeria,234(0)7051888064,ledoil@hotmail.com,,Private limited co, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4387,GLOBAL CONCEPT EMERGE TECHNOLOGIES LIMITED,"5Th Floor, Mulliner Towers 39 Alfred Rewane Road, Ikoyi",Lagos,Nigeria,234(0)8023688504,info@gcetng.com,, , ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4388,ANUEBUNWA AND ASSOCIATES,"Suite H343, Ikota Shopping Complex Km 6 Vcg",Lagos,Nigeria,234(0)8030000000, ,, , ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4389,INVIEW TECHNOLOGY LIMITED,"102, Omirire Johnson Street, Lekki Phase 1",Lagos,Nigeria,234(0)8028338314,olalekan.ajide@inviewnigeria.tv,,Private limited co,Ottsoftware And Services,Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390,JEASON STEEL COMPANY LIMITED,"Plot 6A, Cocoa Lndustries Road Ogba Industrial Estate",Lagos,Nigeria,234(0) ,info@jeasonsteel.com; joeagbara@gmail.com,,Private limited co,Import And Sales Of Steel Products; Stockist Of Steel Productsprocessing Of Steel Coils; Leading Stockist Of Steel Products In Nigeria,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4391,INFRAVISION LIMITED,Plot 23 Block 68 Bisola Durosinmi Etti Drive Lekki Phase 1,Lagos,Nigeria,234(0)8090207099,odiliokechukwu@yahoo.com,,Private limited co,"Engineering Services,Telecommunications Infrastructure Services, Telecommunications Equipment Installation & Commissioning, As Well As Telecommunications Managed Service",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4392,AUSTINO SKIN CARES,"No.8, Gbamgbala Lane, Ago Okota Oshodi Isolo",Lagos,Nigeria,234(0) , ,,, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4393,EPANOUIR TECHNOLOGIES LIMITED,"5, Obaoye Street, , Sangotedo",Lagos,Nigeria,234(0)8188191406,info@epanouirtechnologies.com,, , ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4394,VIK INDUSTRIES LIMITED,"25 Asa Afariogun Street Ajao Estate, Apakun Oshodi-Isolo",Lagos,Nigeria,234(0)9075954652,info@vikindustries.com;,,Private limited co, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4395,MAN DIESEL & TURBO PRIVATE(NIGERIA) LIMITED,"Level 05 - First Floor, Wings Towers (East Wing) 17A - Ozumba, Mbadiwe Road, Victoria Island",Lagos,Nigeria,234(0)7006263437,info-turbomachinery-ae@mandieselturbo.com,,Limited liability company, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,GRAND PERRE INTERBIZ NIGERIA,"118, Cameroon Road",Abia,Nigeria,234(0)8080374937,grandperreng@gmail.com,, ,"Wholesales Of Food Products - Rice, Pasta, Beverages, Groceries, Baby Diapers, Used Clothing And Shoes, Electronic Goods",Wholesale/retail trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4397,DIGITAL HALL NIGERIA LTD,No.4 Prince Durotoye Road,Lagos,Nigeria,234(0)8023271778,anndulu@yahoo.com,,Private limited co,"Software Development, Retailer Of Microsoft Products And Licenses",Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,CONNECTNIGERIA.COM,"26A Awori Road, Dolphin Estate",Lagos,Nigeria,234(0)8033189402,businesses@connectnigeria.com,,Limited liability company,Online Information And Businesses Directory,Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,MCBUDDY DIGITAL SERVICES LIMITED,2 Jaiye Oyedotun Avenue,Lagos,Nigeria,234(0)7087770136, ,,Private Limited Liability Company, ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,DBROWNCONSULTING,70A Adeyemo Akapo Street Omole Phase,Lagos,Nigeria,234(0)8034021023,david@dbrownconsulting.net,,Private Limited Liability Company,"training, consultancy and payroll outsourcing firm ",Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,KBR INTERNATIONAL LIMITED,"4 Commercial Road, Apapa",Lagos,Nigeria,234(1)3426274,info@kbrinternational.com,,Private limited co,"Provides Logistics Services, Haulage Service",Transport/storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,MAGNUM MERCHANDISE LTD,"Zone D Block 1A, Shop 9&10 Aspamda Trade Fair Co Badagry Expressway",Lagos,Nigeria,234(1)3208294,info@magnumforces.com,,Limited liability company," indigenous Import/Export company, Mainly dealing wholesale of batteries",Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,EXTRACOOL NIGERIA LIMITED,"No.26 Olapeju Street Papaajao, Mushin",Lagos,Nigeria,234(0)8033151133,extracool@gmail.com,,Private limited co,Engaged In Wholesaling And Retailing Of Automobile Spare Parts,Wholesale/retail trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,TECH DATA CONSULTING LIMITED,Akiti Avenue Off Okota Road,Lagos,Nigeria,234(0)9090499546, ,,Private limited co,Sysystem Integration,Information & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,NOVEL AFRICAN FOODS,"5A Banana Close, Off Latif Salami Stree Ajao Estate, Isolo",Lagos,Nigeria,234(0)7031564343,ndu.i@shoptomydoor.com,, , ,Other Service Activities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
